,code,cartao,boleto,data
46777,KB-FT-190,1764.59,1499.9,2021-01-05
46778,KB-FT-85,1646.94,1399.9,2021-01-05
46779,KB-FT-86,1294.0,1099.9,2021-01-05
46780,KB-FT-191,223.41,189.9,2021-01-05
46781,KB-FT-192,211.65,179.9,2021-01-05
46782,KB-FT-195,388.12,329.9,2021-01-05
46783,KB-FT-240,435.18,369.9,2021-01-05
46784,KB-FT-196,458.71,389.9,2021-01-05
46785,KB-FT-87,86.94,73.9,2021-01-05
46786,KB-FT-252,436.35,370.9,2021-01-05
46787,KB-FT-253,670.47,569.9,2021-01-05
46788,KB-FT-251,383.41,325.9,2021-01-05
46789,KB-FT-201,1604.59,1363.9,2021-01-05
46790,KB-FT-92,564.59,479.9,2021-01-05
46791,KB-FT-97,729.29,619.9,2021-01-05
46792,KB-FT-96,623.41,529.9,2021-01-05
46793,KB-FT-90,635.18,539.9,2021-01-05
46794,KB-FT-91,529.29,449.9,2021-01-05
46795,KB-FT-93,894.0,759.9,2021-01-05
46796,KB-FT-89,576.35,489.9,2021-01-05
46797,KB-FT-94,1176.35,999.9,2021-01-05
46798,KB-FT-209,411.65,349.9,2021-01-05
46799,KB-FT-210,376.35,319.9,2021-01-05
46800,KB-FT-203,705.76,599.9,2021-01-05
46801,KB-FT-208,941.06,799.9,2021-01-05
46802,KB-FT-204,729.29,619.9,2021-01-05
46803,KB-FT-213,705.76,599.9,2021-01-05
46804,KB-FT-243,1529.29,1299.9,2021-01-05
46805,KB-FT-245,1294.0,1099.9,2021-01-05
46806,KB-FT-244,1176.35,999.9,2021-01-05
46807,KB-FT-242,1046.94,889.9,2021-01-05
46808,KB-FT-241,1294.0,1099.9,2021-01-05
46809,KB-FT-212,494.0,419.9,2021-01-05
46810,KB-FT-222,894.01,759.91,2021-01-05
46811,KB-FT-102,941.06,799.9,2021-01-05
46812,KB-FT-105,377.53,320.9,2021-01-05
46813,KB-FT-111,270.47,229.9,2021-01-05
46814,KB-FT-108,388.12,329.9,2021-01-05
46815,KB-FT-109,388.12,329.9,2021-01-05
46816,KB-FT-0,282.24,239.9,2021-01-05
46817,KB-FT-110,211.65,179.9,2021-01-05
46818,KB-FT-233,317.53,269.9,2021-01-05
46819,KB-FT-112,282.24,239.9,2021-01-05
46820,KB-FT-11,364.59,309.9,2021-01-05
46821,KB-FT-114,623.41,529.9,2021-01-05
46822,KB-FT-122,2588.12,2199.9,2021-01-05
46823,KB-FT-124,705.76,599.9,2021-01-05
46824,KB-FT-121,376.35,319.9,2021-01-05
46825,KB-FT-15,1058.71,899.9,2021-01-05
46826,KB-FT-115,446.94,379.9,2021-01-05
46827,KB-FT-119,246.94,209.9,2021-01-05
46828,KB-FT-225,588.12,499.9,2021-01-05
46829,KB-FT-123,406.94,345.9,2021-01-05
46830,KB-FT-118,470.47,399.9,2021-01-05
46831,KB-FT-226,517.53,439.9,2021-01-05
46832,KB-FT-227,478.71,406.9,2021-01-05
46833,KB-FT-33,752.82,639.9,2021-01-05
46834,KB-FT-38,588.12,499.9,2021-01-05
46835,KB-FT-146,2352.82,1999.9,2021-01-05
46836,KB-FT-155,2117.53,1799.9,2021-01-05
46837,KB-FT-132,1176.35,999.9,2021-01-05
46838,KB-FT-148,1705.76,1449.9,2021-01-05
46839,KB-FT-140,564.59,479.9,2021-01-05
46840,KB-FT-126,2823.41,2399.9,2021-01-05
46841,KB-FT-127,1294.0,1099.9,2021-01-05
46842,KB-FT-128,1411.65,1199.9,2021-01-05
46843,KB-FT-133,5411.65,4599.9,2021-01-05
46844,KB-FT-134,2941.06,2499.9,2021-01-05
46845,KB-FT-130,2352.82,1999.9,2021-01-05
46846,KB-FT-141,1411.65,1199.9,2021-01-05
46847,KB-FT-131,1411.65,1199.9,2021-01-05
46848,KB-FT-154,1646.94,1399.9,2021-01-05
46849,KB-FT-152,1294.0,1099.9,2021-01-05
46850,KB-FT-144,588.12,499.9,2021-01-05
46851,KB-FT-125,3529.29,2999.9,2021-01-05
46852,KB-FT-145,541.06,459.9,2021-01-05
46853,KB-FT-46,494.0,419.9,2021-01-05
46854,KB-FT-156,1176.35,999.9,2021-01-05
46855,KB-FT-159,211.65,179.9,2021-01-05
46856,KB-FT-162,2588.12,2199.9,2021-01-05
46857,KB-FT-63,435.18,369.9,2021-01-05
46858,KB-FT-161,846.94,719.9,2021-01-05
46859,KB-FT-67,999.88,849.9,2021-01-05
46860,KB-FT-75,646.94,549.9,2021-01-05
46861,KB-FT-62,541.06,459.9,2021-01-05
46862,KB-FT-160,646.94,549.9,2021-01-05
46863,KB-FT-173,1411.65,1199.9,2021-01-05
46864,KB-FT-164,352.82,299.9,2021-01-05
46865,KB-FT-170,465.76,395.9,2021-01-05
46866,KB-FT-171,858.71,729.9,2021-01-05
46867,KB-FT-167,529.29,449.9,2021-01-05
46868,KB-FT-172,458.71,389.9,2021-01-05
46869,KB-FT-168,399.88,339.9,2021-01-05
46870,KB-FT-165,999.88,849.9,2021-01-05
46871,KB-FT-166,588.12,499.9,2021-01-05
46872,KB-FT-256,411.65,349.9,2021-01-05
46873,KB-FT-176,199.88,169.9,2021-01-05
46874,KB-FT-179,152.82,129.9,2021-01-05
46875,KB-FT-177,90.47,76.9,2021-01-05
46876,KB-FT-230,41.0,41.0,2021-01-05
46877,KB-FT-181,341.06,289.9,2021-01-05
46878,KB-FT-83,223.41,189.9,2021-01-05
46879,KB-FT-182,470.47,399.9,2021-01-05
46880,KB-FT-183,117.53,99.9,2021-01-05
46881,KB-FT-231,299.9,299.9,2021-01-05
46882,KB-FT-189,514.0,436.9,2021-01-05
46883,KB-FT-185,470.47,399.9,2021-01-05
46884,KB-FT-184,505.76,429.9,2021-01-05
46885,KB-FT-186,941.06,799.9,2021-01-05
46886,KB-FT-187,362.24,307.9,2021-01-05
46887,KB-FT-188,588.12,499.9,2021-01-05
46888,KB-FT-193,164.59,139.9,2021-01-05
46889,KB-FT-194,199.88,169.9,2021-01-05
46890,KB-FT-197,529.29,449.9,2021-01-05
46891,KB-FT-198,938.71,797.9,2021-01-05
46892,KB-FT-88,223.41,189.9,2021-01-05
46893,KB-FT-255,317.53,269.9,2021-01-05
46894,KB-FT-202,235.18,199.9,2021-01-05
46895,KB-FT-98,1623.41,1379.9,2021-01-05
46896,KB-FT-95,2171.65,1845.9,2021-01-05
46897,KB-FT-211,410.47,348.9,2021-01-05
46898,KB-FT-207,741.06,629.9,2021-01-05
46899,KB-FT-206,882.24,749.9,2021-01-05
46900,KB-FT-205,623.41,529.9,2021-01-05
46901,KB-FT-214,576.35,489.9,2021-01-05
46902,KB-FT-99,482.24,409.9,2021-01-05
46903,KB-FT-215,752.82,639.9,2021-01-05
46904,KB-FT-218,941.06,799.9,2021-01-05
46905,KB-FT-216,623.41,529.9,2021-01-05
46906,KB-FT-217,741.06,629.9,2021-01-05
46907,KB-FT-224,411.65,349.9,2021-01-05
46908,KB-FT-100,184.59,156.9,2021-01-05
46909,KB-FT-220,164.59,139.9,2021-01-05
46910,KB-FT-101,211.65,179.9,2021-01-05
46911,KB-FT-254,823.41,699.9,2021-01-05
46912,KB-FT-223,1176.35,999.9,2021-01-05
46913,KB-GP-501,555.91,555.91,2021-01-05
46914,KB-GP-496,18470.47,15699.9,2021-01-05
46915,KB-GP-5,1529.29,1299.9,2021-01-05
46916,KB-GP-6,1776.35,1509.9,2021-01-05
46917,KB-GP-8,564.59,479.9,2021-01-05
46918,KB-GP-33,1294.0,1099.9,2021-01-05
46919,KB-GP-491,7999.88,6799.9,2021-01-05
46920,KB-GP-412,5882.24,4999.9,2021-01-05
46921,KB-GP-36,1588.12,1349.9,2021-01-05
46922,KB-GP-398,1364.59,1159.9,2021-01-05
46923,KB-GP-37,1129.29,959.9,2021-01-05
46924,KB-GP-34,823.41,699.9,2021-01-05
46925,KB-GP-493,1764.59,1499.9,2021-01-05
46926,KB-GP-22,1941.06,1649.9,2021-01-05
46927,KB-GP-231,5752.82,4889.9,2021-01-05
46928,KB-GP-397,5882.24,4999.9,2021-01-05
46929,KB-GP-21,2646.94,2249.9,2021-01-05
46930,KB-GP-16,658.71,559.9,2021-01-05
46931,KB-GP-490,5764.59,4899.9,2021-01-05
46932,KB-GP-25,2588.12,2199.9,2021-01-05
46933,KB-GP-30,2035.18,1729.9,2021-01-05
46934,KB-GP-400,16470.47,13999.9,2021-01-05
46935,KB-GP-42,5176.35,4399.9,2021-01-05
46936,KB-GP-401,17176.35,14599.9,2021-01-05
46937,KB-GP-45,1470.47,1249.9,2021-01-05
46938,KB-GP-55,3529.29,2999.9,2021-01-05
46939,KB-GP-67,6170.47,5244.9,2021-01-05
46940,KB-GP-485,7058.71,5999.9,2021-01-05
46941,KB-GP-40,5112.82,4345.9,2021-01-05
46942,KB-GP-243,8823.41,7499.9,2021-01-05
46943,KB-GP-41,1541.06,1309.9,2021-01-05
46944,KB-GP-46,4917.53,4179.9,2021-01-05
46945,KB-GP-58,3822.24,3248.9,2021-01-05
46946,KB-GP-43,2671.65,2270.9,2021-01-05
46947,KB-GP-52,5555.18,4721.9,2021-01-05
46948,KB-GP-249,9411.65,7999.9,2021-01-05
46949,KB-GP-64,12352.82,10499.9,2021-01-05
46950,KB-GP-44,6588.12,5599.9,2021-01-05
46951,KB-GP-497,6470.47,5499.9,2021-01-05
46952,KB-GP-73,6588.12,5599.9,2021-01-05
46953,KB-GP-272,9176.35,7799.9,2021-01-05
46954,KB-GP-433,1117.53,949.9,2021-01-05
46955,KB-GP-486,2352.82,1999.9,2021-01-05
46956,KB-GP-498,4705.76,3999.9,2021-01-05
46957,KB-GP-424,1352.82,1149.9,2021-01-05
46958,KB-GP-273,18235.18,15499.9,2021-01-05
46959,KB-GP-484,588.12,499.9,2021-01-05
46960,KB-GP-437,1882.24,1599.9,2021-01-05
46961,KB-GP-435,388.12,329.9,2021-01-05
46962,KB-GP-85,5529.29,4699.9,2021-01-05
46963,KB-GP-284,9411.65,7999.9,2021-01-05
46964,KB-GP-84,705.76,599.9,2021-01-05
46965,KB-GP-499,5764.59,4899.9,2021-01-05
46966,KB-GP-74,1470.47,1249.9,2021-01-05
46967,KB-GP-79,2823.41,2399.9,2021-01-05
46968,KB-GP-438,588.12,499.9,2021-01-05
46969,KB-GP-434,3941.06,3349.9,2021-01-05
46970,KB-GP-409,4941.06,4199.9,2021-01-05
46971,KB-GP-86,2964.59,2519.9,2021-01-05
46972,KB-GP-286,7058.71,5999.9,2021-01-05
46973,KB-GP-80,5882.24,4999.9,2021-01-05
46974,KB-GP-487,6705.76,5699.9,2021-01-05
46975,KB-GP-77,1764.59,1499.9,2021-01-05
46976,KB-GP-410,5823.41,4949.9,2021-01-05
46977,KB-GP-127,1246.94,1059.9,2021-01-05
46978,KB-GP-125,3176.35,2699.9,2021-01-05
46979,KB-GP-95,588.12,499.9,2021-01-05
46980,KB-GP-122,6117.53,5199.9,2021-01-05
46981,KB-GP-103,1411.65,1199.9,2021-01-05
46982,KB-GP-107,1141.06,969.9,2021-01-05
46983,KB-GP-104,3329.29,2829.9,2021-01-05
46984,KB-GP-128,1564.59,1329.9,2021-01-05
46985,KB-GP-425,2470.47,2099.9,2021-01-05
46986,KB-GP-111,1529.29,1299.9,2021-01-05
46987,KB-GP-129,705.76,599.9,2021-01-05
46988,KB-GP-100,1411.65,1199.9,2021-01-05
46989,KB-GP-130,2588.12,2199.9,2021-01-05
46990,KB-GP-417,6117.53,5199.9,2021-01-05
46991,KB-GP-402,1599.88,1359.9,2021-01-05
46992,KB-GP-319,16470.47,13999.9,2021-01-05
46993,KB-GP-94,558.71,474.9,2021-01-05
46994,KB-GP-290,1141.06,969.9,2021-01-05
46995,KB-GP-306,4235.18,3599.9,2021-01-05
46996,KB-GP-143,1446.94,1229.9,2021-01-05
46997,KB-GP-439,517.53,439.9,2021-01-05
46998,KB-GP-440,402.24,341.9,2021-01-05
46999,KB-GP-144,2823.41,2399.9,2021-01-05
47000,KB-GP-149,1482.24,1259.9,2021-01-05
47001,KB-GP-442,312.83,265.91,2021-01-05
47002,KB-GP-443,658.71,559.9,2021-01-05
47003,KB-GP-152,1529.29,1299.9,2021-01-05
47004,KB-GP-500,9411.65,7999.9,2021-01-05
47005,KB-GP-445,294.0,249.9,2021-01-05
47006,KB-GP-503,823.41,699.9,2021-01-05
47007,KB-GP-421,5882.24,4999.9,2021-01-05
47008,KB-GP-163,494.0,419.9,2021-01-05
47009,KB-GP-166,1882.24,1599.9,2021-01-05
47010,KB-GP-444,246.94,209.9,2021-01-05
47011,KB-GP-164,552.82,469.9,2021-01-05
47012,KB-GP-446,469.3,398.9,2021-01-05
47013,KB-GP-174,1482.24,1259.9,2021-01-05
47014,KB-GP-420,5764.59,4899.9,2021-01-05
47015,KB-GP-472,8526.94,7247.9,2021-01-05
47016,KB-GP-177,1251.65,1063.9,2021-01-05
47017,KB-GP-173,1458.71,1239.9,2021-01-05
47018,KB-GP-448,541.06,459.9,2021-01-05
47019,KB-GP-178,1705.76,1449.9,2021-01-05
47020,KB-GP-473,705.76,599.9,2021-01-05
47021,KB-GP-423,1777.67,1599.9,2021-01-05
47022,KB-GP-182,1294.0,1099.9,2021-01-05
47023,KB-GP-186,2117.53,1799.9,2021-01-05
47024,KB-GP-187,941.06,799.9,2021-01-05
47025,KB-GP-197,2011.65,1709.9,2021-01-05
47026,KB-GP-452,352.82,299.9,2021-01-05
47027,KB-GP-208,6070.47,5159.9,2021-01-05
47028,KB-GP-388,6046.94,5139.9,2021-01-05
47029,KB-GP-381,15882.24,13499.9,2021-01-05
47030,KB-GP-393,5505.76,4679.9,2021-01-05
47031,KB-GP-451,317.53,269.9,2021-01-05
47032,KB-GP-213,823.41,699.9,2021-01-05
47033,KB-GP-454,305.76,259.9,2021-01-05
47034,KB-GP-427,289.29,245.9,2021-01-05
47035,KB-GP-453,294.0,249.9,2021-01-05
47036,KB-GP-1,9411.65,7999.9,2021-01-05
47037,KB-GP-2,4117.53,3499.9,2021-01-05
47038,KB-GP-3,823.41,699.9,2021-01-05
47039,KB-GP-4,3823.41,3249.9,2021-01-05
47040,KB-GP-217,5764.59,4899.9,2021-01-05
47041,KB-GP-216,7058.71,5999.9,2021-01-05
47042,KB-GP-214,4117.53,3499.9,2021-01-05
47043,KB-GP-411,5294.0,4499.9,2021-01-05
47044,KB-GP-219,6588.12,5599.9,2021-01-05
47045,KB-GP-430,2423.41,2059.9,2021-01-05
47046,KB-GP-218,5764.59,4899.9,2021-01-05
47047,KB-GP-9,1882.24,1599.9,2021-01-05
47048,KB-GP-13,4046.94,3439.9,2021-01-05
47049,KB-GP-428,2611.65,2219.9,2021-01-05
47050,KB-GP-12,3329.29,2829.9,2021-01-05
47051,KB-GP-14,1764.59,1499.9,2021-01-05
47052,KB-GP-220,1294.0,1099.9,2021-01-05
47053,KB-GP-15,3529.29,2999.9,2021-01-05
47054,KB-GP-429,2541.06,2159.9,2021-01-05
47055,KB-GP-35,1631.65,1386.9,2021-01-05
47056,KB-GP-502,846.94,719.9,2021-01-05
47057,KB-GP-17,5882.24,4999.9,2021-01-05
47058,KB-GP-237,7058.71,5999.9,2021-01-05
47059,KB-GP-38,4588.12,3899.9,2021-01-05
47060,KB-GP-238,5010.42,4759.9,2021-01-05
47061,KB-GP-229,7058.71,5999.9,2021-01-05
47062,KB-GP-228,6364.59,5409.9,2021-01-05
47063,KB-GP-234,15764.59,13399.9,2021-01-05
47064,KB-GP-222,7294.0,6199.9,2021-01-05
47065,KB-GP-28,1646.94,1399.9,2021-01-05
47066,KB-GP-23,2912.82,2475.9,2021-01-05
47067,KB-GP-18,8882.24,7549.9,2021-01-05
47068,KB-GP-224,5882.24,4999.9,2021-01-05
47069,KB-GP-227,1058.71,899.9,2021-01-05
47070,KB-GP-232,950.47,807.9,2021-01-05
47071,KB-GP-233,15882.24,13499.9,2021-01-05
47072,KB-GP-32,6126.94,5207.9,2021-01-05
47073,KB-GP-221,7646.94,6499.9,2021-01-05
47074,KB-GP-404,10117.53,8599.9,2021-01-05
47075,KB-GP-20,1717.53,1459.9,2021-01-05
47076,KB-GP-24,2705.76,2299.9,2021-01-05
47077,KB-GP-239,3529.29,2999.9,2021-01-05
47078,KB-GP-225,748.71,636.4,2021-01-05
47079,KB-GP-413,18235.18,15499.9,2021-01-05
47080,KB-GP-27,1364.59,1159.9,2021-01-05
47081,KB-GP-235,688.12,584.9,2021-01-05
47082,KB-GP-29,3689.29,3135.9,2021-01-05
47083,KB-GP-31,2742.24,2330.9,2021-01-05
47084,KB-GP-494,10588.12,8999.9,2021-01-05
47085,KB-GP-255,3764.59,3199.9,2021-01-05
47086,KB-GP-60,2235.18,1899.9,2021-01-05
47087,KB-GP-56,588.12,499.9,2021-01-05
47088,KB-GP-66,9423.41,8009.9,2021-01-05
47089,KB-GP-457,541.06,459.9,2021-01-05
47090,KB-GP-455,1105.76,939.9,2021-01-05
47091,KB-GP-69,3058.71,2599.9,2021-01-05
47092,KB-GP-244,7764.59,6599.9,2021-01-05
47093,KB-GP-250,823.41,699.9,2021-01-05
47094,KB-GP-258,999.88,849.9,2021-01-05
47095,KB-GP-59,2117.53,1799.9,2021-01-05
47096,KB-GP-263,6658.71,5659.9,2021-01-05
47097,KB-GP-431,305.76,259.9,2021-01-05
47098,KB-GP-70,1717.53,1459.9,2021-01-05
47099,KB-GP-458,463.89,394.31,2021-01-05
47100,KB-GP-53,3999.88,3399.9,2021-01-05
47101,KB-GP-51,1641.06,1394.9,2021-01-05
47102,KB-GP-248,2082.24,1769.9,2021-01-05
47103,KB-GP-269,10058.71,8549.9,2021-01-05
47104,KB-GP-270,2352.82,1999.9,2021-01-05
47105,KB-GP-460,352.82,299.9,2021-01-05
47106,KB-GP-414,4470.47,3799.9,2021-01-05
47107,KB-GP-57,2117.53,1799.9,2021-01-05
47108,KB-GP-245,3205.76,2724.9,2021-01-05
47109,KB-GP-405,8235.18,6999.9,2021-01-05
47110,KB-GP-242,4117.53,3499.9,2021-01-05
47111,KB-GP-47,588.12,499.9,2021-01-05
47112,KB-GP-267,3735.18,3174.9,2021-01-05
47113,KB-GP-49,588.12,499.9,2021-01-05
47114,KB-GP-71,2058.71,1749.9,2021-01-05
47115,KB-GP-61,2823.41,2399.9,2021-01-05
47116,KB-GP-65,3799.88,3229.9,2021-01-05
47117,KB-GP-252,705.76,599.9,2021-01-05
47118,KB-GP-262,1882.24,1599.9,2021-01-05
47119,KB-GP-462,8823.41,7499.9,2021-01-05
47120,KB-GP-72,3529.29,2999.9,2021-01-05
47121,KB-GP-276,2352.82,1999.9,2021-01-05
47122,KB-GP-271,1282.24,1089.9,2021-01-05
47123,KB-GP-432,2235.18,1899.9,2021-01-05
47124,KB-GP-488,19411.65,16499.9,2021-01-05
47125,KB-GP-283,970.47,824.9,2021-01-05
47126,KB-GP-406,552.82,469.9,2021-01-05
47127,KB-GP-287,3294.0,2799.9,2021-01-05
47128,KB-GP-88,2352.82,1999.9,2021-01-05
47129,KB-GP-436,235.18,199.9,2021-01-05
47130,KB-GP-278,4164.59,3539.9,2021-01-05
47131,KB-GP-76,2599.88,2209.9,2021-01-05
47132,KB-GP-83,3576.35,3039.9,2021-01-05
47133,KB-GP-280,2199.88,1869.9,2021-01-05
47134,KB-GP-282,2352.82,1999.9,2021-01-05
47135,KB-GP-279,3405.76,2894.9,2021-01-05
47136,KB-GP-115,2941.06,2499.9,2021-01-05
47137,KB-GP-326,8614.0,7321.9,2021-01-05
47138,KB-GP-416,4588.12,3899.9,2021-01-05
47139,KB-GP-99,2941.06,2499.9,2021-01-05
47140,KB-GP-96,1588.12,1349.9,2021-01-05
47141,KB-GP-117,1529.29,1299.9,2021-01-05
47142,KB-GP-403,2705.76,2299.9,2021-01-05
47143,KB-GP-131,1646.94,1399.9,2021-01-05
47144,KB-GP-315,1458.71,1239.9,2021-01-05
47145,KB-GP-464,6588.12,5599.9,2021-01-05
47146,KB-GP-324,2141.06,1819.9,2021-01-05
47147,KB-GP-123,3470.47,2949.9,2021-01-05
47148,KB-GP-415,4764.59,4049.9,2021-01-05
47149,KB-GP-295,1811.65,1539.9,2021-01-05
47150,KB-GP-118,2459.88,2090.9,2021-01-05
47151,KB-GP-304,2929.29,2489.9,2021-01-05
47152,KB-GP-119,1646.94,1399.9,2021-01-05
47153,KB-GP-120,1764.59,1499.9,2021-01-05
47154,KB-GP-293,1529.29,1299.9,2021-01-05
47155,KB-GP-112,1912.82,1625.9,2021-01-05
47156,KB-GP-110,3601.06,3060.9,2021-01-05
47157,KB-GP-114,2705.76,2299.9,2021-01-05
47158,KB-GP-299,4588.12,3899.9,2021-01-05
47159,KB-GP-292,1882.24,1599.9,2021-01-05
47160,KB-GP-92,1588.12,1349.9,2021-01-05
47161,KB-GP-105,2705.76,2299.9,2021-01-05
47162,KB-GP-121,2294.0,1949.9,2021-01-05
47163,KB-GP-321,5058.71,4299.9,2021-01-05
47164,KB-GP-328,1411.65,1199.9,2021-01-05
47165,KB-GP-332,766.56,689.9,2021-01-05
47166,KB-GP-323,4823.41,4099.9,2021-01-05
47167,KB-GP-289,3529.29,2999.9,2021-01-05
47168,KB-GP-307,1729.29,1469.9,2021-01-05
47169,KB-GP-309,2588.12,2199.9,2021-01-05
47170,KB-GP-301,258.71,219.9,2021-01-05
47171,KB-GP-97,3058.71,2599.9,2021-01-05
47172,KB-GP-466,1591.91,1353.12,2021-01-05
47173,KB-GP-426,588.12,499.9,2021-01-05
47174,KB-GP-327,1646.94,1399.9,2021-01-05
47175,KB-GP-316,1077.53,915.9,2021-01-05
47176,KB-GP-329,1646.94,1399.9,2021-01-05
47177,KB-GP-310,3235.18,2749.9,2021-01-05
47178,KB-GP-317,1176.35,999.9,2021-01-05
47179,KB-GP-93,1846.94,1569.9,2021-01-05
47180,KB-GP-126,1529.29,1299.9,2021-01-05
47181,KB-GP-313,2294.0,1949.9,2021-01-05
47182,KB-GP-98,1705.76,1449.9,2021-01-05
47183,KB-GP-102,3858.71,3279.9,2021-01-05
47184,KB-GP-418,4470.47,3799.9,2021-01-05
47185,KB-GP-311,1046.94,889.9,2021-01-05
47186,KB-GP-106,3588.12,3049.9,2021-01-05
47187,KB-GP-108,2658.71,2259.9,2021-01-05
47188,KB-GP-101,2352.82,1999.9,2021-01-05
47189,KB-GP-124,3529.29,2999.9,2021-01-05
47190,KB-GP-320,1929.29,1639.9,2021-01-05
47191,KB-GP-91,1623.41,1379.9,2021-01-05
47192,KB-GP-322,726.36,617.41,2021-01-05
47193,KB-GP-407,5705.76,4849.9,2021-01-05
47194,KB-GP-325,2023.41,1719.9,2021-01-05
47195,KB-GP-314,8819.88,7496.9,2021-01-05
47196,KB-GP-312,7294.0,6199.9,2021-01-05
47197,KB-GP-463,328.14,278.92,2021-01-05
47198,KB-GP-296,1999.88,1699.9,2021-01-05
47199,KB-GP-113,2482.24,2109.9,2021-01-05
47200,KB-GP-297,16294.0,13849.9,2021-01-05
47201,KB-GP-303,1732.82,1472.9,2021-01-05
47202,KB-GP-465,764.59,649.9,2021-01-05
47203,KB-GP-333,823.41,699.9,2021-01-05
47204,KB-GP-155,3877.53,3295.9,2021-01-05
47205,KB-GP-348,5882.24,4999.9,2021-01-05
47206,KB-GP-335,15705.76,13349.9,2021-01-05
47207,KB-GP-334,1011.65,859.9,2021-01-05
47208,KB-GP-156,2764.59,2349.9,2021-01-05
47209,KB-GP-151,1671.65,1420.9,2021-01-05
47210,KB-GP-139,1659.88,1410.9,2021-01-05
47211,KB-GP-133,3646.94,3099.9,2021-01-05
47212,KB-GP-336,5611.65,4769.9,2021-01-05
47213,KB-GP-134,2649.29,2251.9,2021-01-05
47214,KB-GP-147,15999.88,13599.9,2021-01-05
47215,KB-GP-419,4658.71,3959.9,2021-01-05
47216,KB-GP-158,2235.18,1899.9,2021-01-05
47217,KB-GP-349,2882.24,2449.9,2021-01-05
47218,KB-GP-441,588.12,499.9,2021-01-05
47219,KB-GP-340,1411.65,1199.9,2021-01-05
47220,KB-GP-339,782.24,664.9,2021-01-05
47221,KB-GP-153,2752.82,2339.9,2021-01-05
47222,KB-GP-343,5517.53,4689.9,2021-01-05
47223,KB-GP-495,7764.59,6599.9,2021-01-05
47224,KB-GP-137,5764.59,4899.9,2021-01-05
47225,KB-GP-489,5882.24,4999.9,2021-01-05
47226,KB-GP-341,1176.35,999.9,2021-01-05
47227,KB-GP-138,2094.0,1779.9,2021-01-05
47228,KB-GP-157,1764.59,1499.9,2021-01-05
47229,KB-GP-142,1176.35,999.9,2021-01-05
47230,KB-GP-344,7058.71,5999.9,2021-01-05
47231,KB-GP-345,1176.35,999.9,2021-01-05
47232,KB-GP-148,3616.35,3073.9,2021-01-05
47233,KB-GP-467,361.06,306.9,2021-01-05
47234,KB-GP-136,3294.0,2799.9,2021-01-05
47235,KB-GP-145,1882.24,1599.9,2021-01-05
47236,KB-GP-135,4470.47,3799.9,2021-01-05
47237,KB-GP-140,10774.0,9157.9,2021-01-05
47238,KB-GP-159,588.12,499.9,2021-01-05
47239,KB-GP-354,1151.65,978.9,2021-01-05
47240,KB-GP-350,647.64,550.49,2021-01-05
47241,KB-GP-352,941.06,799.9,2021-01-05
47242,KB-GP-469,388.12,329.9,2021-01-05
47243,KB-GP-447,199.88,169.9,2021-01-05
47244,KB-GP-468,235.18,199.9,2021-01-05
47245,KB-GP-170,588.12,499.9,2021-01-05
47246,KB-GP-172,9341.06,7939.9,2021-01-05
47247,KB-GP-176,1529.29,1299.9,2021-01-05
47248,KB-GP-356,10588.12,8999.9,2021-01-05
47249,KB-GP-168,2823.41,2399.9,2021-01-05
47250,KB-GP-470,505.76,429.9,2021-01-05
47251,KB-GP-358,1302.24,1106.9,2021-01-05
47252,KB-GP-360,1411.65,1199.9,2021-01-05
47253,KB-GP-361,1929.29,1639.9,2021-01-05
47254,KB-GP-449,1741.06,1479.9,2021-01-05
47255,KB-GP-362,2211.65,1879.9,2021-01-05
47256,KB-GP-359,2152.82,1829.9,2021-01-05
47257,KB-GP-363,941.06,799.9,2021-01-05
47258,KB-GP-180,3294.0,2799.9,2021-01-05
47259,KB-GP-185,1801.06,1530.9,2021-01-05
47260,KB-GP-474,2406.91,2045.87,2021-01-05
47261,KB-GP-193,1646.94,1399.9,2021-01-05
47262,KB-GP-184,2823.41,2399.9,2021-01-05
47263,KB-GP-367,1294.0,1099.9,2021-01-05
47264,KB-GP-189,3529.29,2999.9,2021-01-05
47265,KB-GP-366,5646.94,4799.9,2021-01-05
47266,KB-GP-192,2470.47,2099.9,2021-01-05
47267,KB-GP-191,3646.94,3099.9,2021-01-05
47268,KB-GP-194,3882.24,3299.9,2021-01-05
47269,KB-GP-190,1870.47,1589.9,2021-01-05
47270,KB-GP-377,2117.53,1799.9,2021-01-05
47271,KB-GP-370,484.59,411.9,2021-01-05
47272,KB-GP-450,1388.12,1179.9,2021-01-05
47273,KB-GP-477,1058.71,899.9,2021-01-05
47274,KB-GP-198,2235.18,1899.9,2021-01-05
47275,KB-GP-372,3764.59,3199.9,2021-01-05
47276,KB-GP-375,2235.18,1899.9,2021-01-05
47277,KB-GP-478,266.94,226.9,2021-01-05
47278,KB-GP-408,3529.29,2999.9,2021-01-05
47279,KB-GP-196,2470.47,2099.9,2021-01-05
47280,KB-GP-376,3411.65,2899.9,2021-01-05
47281,KB-GP-379,1529.29,1299.9,2021-01-05
47282,KB-GP-380,1418.71,1205.9,2021-01-05
47283,KB-GP-201,3635.18,3089.9,2021-01-05
47284,KB-GP-204,2352.82,1999.9,2021-01-05
47285,KB-GP-387,694.0,624.6,2021-01-05
47286,KB-GP-206,3352.82,2849.9,2021-01-05
47287,KB-GP-482,517.89,440.21,2021-01-05
47288,KB-GP-481,976.35,829.9,2021-01-05
